,fips,actuals.cases,actuals.deaths,actuals.positiveTests,actuals.negativeTests,actuals.contactTracers,actuals.hospitalBeds.capacity,actuals.hospitalBeds.currentUsageTotal,actuals.hospitalBeds.currentUsageCovid,actuals.icuBeds.capacity,actuals.icuBeds.currentUsageTotal,actuals.icuBeds.currentUsageCovid,actuals.newCases,actuals.vaccinesDistributed,actuals.vaccinationsInitiated,actuals.vaccinationsCompleted,actuals.newDeaths,actuals.vaccinesAdministered,actuals.vaccinationsAdditionalDose,actuals.hospitalBeds.weeklyCovidAdmissions,Class
actuals.icuBeds.currentUsageTotal,0.025351021018193327,0.7546515069060601,0.6608553810652228,0.5157069112825011,0.09899574688442903,0.15831318736109937,0.7987839448696578,0.7845655574947205,0.6397959949188218,0.8547461474886529,1.0,0.6754822793167001,0.15572280042395178,0.5392566554426846,0.468595285721545,0.48326828336724303,0.08855178578336652,0.46978664094841455,-0.05892474840541337,0.554850039482513,
actuals.icuBeds.currentUsageCovid,-0.0710260999348108,0.44026883918755055,0.24147921327140492,0.32832668136862264,-0.09605438307873909,-0.1612524749047543,0.30548607973969355,0.32853074800490406,0.9131616913677694,0.43789023561476226,0.6754822793167001,1.0,0.3424778266030891,0.17618087666625748,0.09677345252854982,0.11133881926607178,0.17901581139224723,0.12559350532455085,0.04491392686401604,0.8743398809704109,
actuals.newCases,0.048806699479337246,0.1828618207191377,0.09314622947567382,0.2141114368727272,0.08243920280587314,-0.034670651314882894,0.022332010912017506,0.08326550342930018,0.446167946232036,0.10466607601133197,0.15572280042395178,0.3424778266030891,1.0,0.1321379773795534,0.10262971820813081,0.10111205183539754,0.589209421446129,0.1320663503151492,0.25958017008216017,0.48437681762014795,
actuals.vaccinesDistributed,0.10565438894420297,0.7591342328863384,0.8164367223401915,0.8217081765437299,0.715271432090708,0.5178726933595575,0.7416019451442771,0.7866854670724206,0.29509071663594866,0.6751065049956168,0.5392566554426846,0.17618087666625748,0.1321379773795534,1.0,0.9692426057424677,0.9615789344781999,-0.015087083597593717,0.985440156794846,0.4002383819731058,0.26978458163667,
actuals.vaccinationsInitiated,0.14749967837420955,0.677496299809005,0.7927637434081777,0.7423402120945455,0.7366287496177274,0.5695681968871597,0.7537132668836697,0.7860155867742317,0.20515988340063346,0.6741398188776421,0.468595285721545,0.09677345252854982,0.10262971820813081,0.9692426057424677,1.0,0.9898383141647671,-0.03038251160087194,0.9852000596793535,0.275131951606464,0.17912175500774266,
actuals.vaccinationsCompleted,0.16081167259647441,0.6648304305132269,0.7730493119117909,0.7498106607470195,0.7526116696622475,0.5753170698292273,0.7664240730335679,0.7895082680788951,0.21266684616826548,0.6888689870549234,0.48326828336724303,0.11133881926607178,0.10111205183539754,0.9615789344781999,0.9898383141647671,1.0,-0.042818223155234335,0.9799470640912236,0.26463900033176585,0.18929470769612494,
actuals.newDeaths,-0.03814625757231971,0.06150023742858413,0.013243172893452929,0.03753381500247426,-0.08560389339266654,-0.10110896035053807,-0.06749461200840554,-0.019307673633172245,0.1745686672770531,0.012575415247529127,0.08855178578336652,0.17901581139224723,0.589209421446129,-0.015087083597593717,-0.03038251160087194,-0.042818223155234335,1.0,-0.027656538092459344,-0.0027266489198623655,0.14937859415728244,
actuals.vaccinesAdministered,0.16114902100714748,0.6951811223039963,0.7682817744295716,0.7901324106826791,0.7599826393772989,0.5435558291785815,0.7154687151770915,0.7635058006242837,0.2432426477404366,0.6273106607218815,0.46978664094841455,0.12559350532455085,0.1320663503151492,0.985440156794846,0.9852000596793535,0.9799470640912236,-0.027656538092459344,1.0,0.390351772799756,0.22514327647325738,
actuals.vaccinationsAdditionalDose,0.06789466993534578,0.3520735139817008,0.1695323324558463,0.5324316943124022,0.38898673051358795,0.040606288195883244,-0.06483313742162954,-0.014891368551955183,0.19800674977866914,-0.07016917107536626,-0.05892474840541337,0.04491392686401604,0.25958017008216017,0.4002383819731058,0.275131951606464,0.26463900033176585,-0.0027266489198623655,0.390351772799756,1.0,0.2681967967589991,
actuals.hospitalBeds.weeklyCovidAdmissions,-0.07077581680260867,0.46742174027357414,0.28206031220249916,0.431875809761349,0.042726018773710614,-0.10353714147234135,0.25645698576992193,0.29461673672777716,0.9600770256999341,0.3841057622571516,0.554850039482513,0.8743398809704109,0.48437681762014795,0.26978458163667,0.17912175500774266,0.18929470769612494,0.14937859415728244,0.22514327647325738,0.2681967967589991,1.0,
Class,,,,,,,,,,,,,,,,,,,,,
