,,0
actuals.icuBeds.currentUsageCovid,metrics.bedsWithCovidPatientsRatio,0.8273166853485838
actuals.vaccinationsCompleted,actuals.cases,0.8241076885326163
metrics.caseDensity,metrics.testPositivityRatio,0.8131947297328909
metrics.weeklyNewCasesPer100k,metrics.testPositivityRatio,0.813178286741111
actuals.vaccinesAdministered,actuals.deaths,0.8021658222106943
metrics.vaccinationsInitiatedRatio,actuals.negativeTests,0.7975702945847183
actuals.vaccinationsCompleted,actuals.negativeTests,0.7959293246570696
actuals.hospitalBeds.weeklyCovidAdmissions,actuals.icuBeds.currentUsageCovid,0.7959270663483591
actuals.icuBeds.currentUsageCovid,metrics.icuCapacityRatio,0.7950651758466394
actuals.negativeTests,actuals.vaccinesAdministered,0.7948823815475116
riskLevels.overall,metrics.testPositivityRatio,0.793600693206364
riskLevels.overall,metrics.caseDensity,0.7932170518846767
riskLevels.overall,metrics.weeklyNewCasesPer100k,0.7932053380468477
actuals.vaccinationsInitiated,actuals.negativeTests,0.792746564732814
riskLevels.caseDensity,metrics.caseDensity,0.7923038556972611
metrics.weeklyNewCasesPer100k,riskLevels.caseDensity,0.7922887661289294
riskLevels.caseDensity,metrics.testPositivityRatio,0.7909293419872515
actuals.positiveTests,actuals.vaccinesDistributed,0.7818967540110525
actuals.icuBeds.currentUsageTotal,actuals.icuBeds.currentUsageCovid,0.7814555311193809
metrics.weeklyCovidAdmissionsPer100k,metrics.testPositivityRatio,0.7788243795775607
actuals.hospitalBeds.weeklyCovidAdmissions,metrics.testPositivityRatio,0.7755773697287109
riskLevels.caseDensity,metrics.weeklyCovidAdmissionsPer100k,0.7730696811736633
actuals.newCases,metrics.weeklyNewCasesPer100k,0.7719687684099638
metrics.caseDensity,actuals.newCases,0.7719586640589818
metrics.weeklyCovidAdmissionsPer100k,metrics.caseDensity,0.7700949516781365
metrics.weeklyCovidAdmissionsPer100k,metrics.weeklyNewCasesPer100k,0.7700880874620173
riskLevels.overall,metrics.weeklyCovidAdmissionsPer100k,0.7698165186558408
actuals.vaccinationsCompleted,actuals.deaths,0.766211309425612
communityLevels.canCommunityLevel,riskLevels.caseDensity,0.7623958264638233
actuals.positiveTests,actuals.deaths,0.7589759156475354
actuals.hospitalBeds.capacity,actuals.cases,0.7553526849335153
actuals.hospitalBeds.weeklyCovidAdmissions,riskLevels.caseDensity,0.7532302008079976
communityLevels.canCommunityLevel,riskLevels.overall,0.7522691084956799
actuals.deaths,actuals.vaccinationsInitiated,0.7508496273528864
actuals.hospitalBeds.weeklyCovidAdmissions,riskLevels.overall,0.7469679269763481
actuals.positiveTests,actuals.hospitalBeds.capacity,0.746545022272312
riskLevels.caseDensity,metrics.bedsWithCovidPatientsRatio,0.7345273887637004
metrics.bedsWithCovidPatientsRatio,riskLevels.overall,0.7246039215997598
actuals.positiveTests,actuals.vaccinesAdministered,0.719878455053322
communityLevels.canCommunityLevel,metrics.bedsWithCovidPatientsRatio,0.7161503604842042
actuals.hospitalBeds.weeklyCovidAdmissions,communityLevels.canCommunityLevel,0.7142967224052539
metrics.vaccinationsAdditionalDoseRatio,metrics.infectionRate,0.7120390134577419
communityLevels.canCommunityLevel,metrics.weeklyCovidAdmissionsPer100k,0.7083323133199225
metrics.caseDensity,actuals.hospitalBeds.weeklyCovidAdmissions,0.70703827193802
metrics.weeklyNewCasesPer100k,actuals.hospitalBeds.weeklyCovidAdmissions,0.707030781490952
actuals.vaccinesDistributed,actuals.negativeTests,0.7069505193475605
actuals.icuBeds.capacity,actuals.positiveTests,0.7050316299407059
actuals.cases,actuals.icuBeds.capacity,0.7048976311958728
metrics.icuCapacityRatio,actuals.hospitalBeds.currentUsageTotal,0.7016568230703636
actuals.cases,actuals.hospitalBeds.currentUsageTotal,0.7003640610125422
actuals.hospitalBeds.currentUsageCovid,communityLevels.canCommunityLevel,0.6929743611071084
actuals.hospitalBeds.currentUsageTotal,actuals.positiveTests,0.6858138663967622
metrics.testPositivityRatio,actuals.newCases,0.6817638125663866
metrics.infectionRate,actuals.vaccinationsAdditionalDose,0.6792505630422294
metrics.caseDensity,metrics.bedsWithCovidPatientsRatio,0.6786715767935249
metrics.weeklyNewCasesPer100k,metrics.bedsWithCovidPatientsRatio,0.6786691418563268
riskLevels.caseDensity,actuals.hospitalBeds.currentUsageCovid,0.6748984284197715
actuals.hospitalBeds.currentUsageCovid,metrics.icuCapacityRatio,0.672586184303737
metrics.vaccinationsAdditionalDoseRatio,metrics.vaccinationsInitiatedRatio,0.6687442935368334
metrics.weeklyCovidAdmissionsPer100k,actuals.icuBeds.currentUsageCovid,0.6687406837383907
riskLevels.overall,actuals.hospitalBeds.currentUsageCovid,0.6645091482700598
actuals.vaccinationsInitiated,actuals.positiveTests,0.6642118993890073
metrics.testPositivityRatio,communityLevels.canCommunityLevel,0.6634482342816612
metrics.bedsWithCovidPatientsRatio,metrics.testPositivityRatio,0.6612115515462877
riskLevels.overall,actuals.newCases,0.660885473805563
riskLevels.caseDensity,actuals.newCases,0.6597976562581248
metrics.icuCapacityRatio,actuals.hospitalBeds.capacity,0.6579623690753905
actuals.positiveTests,actuals.vaccinationsCompleted,0.6497313382299796
actuals.vaccinationsAdditionalDose,metrics.vaccinationsInitiatedRatio,0.6405648710046964
metrics.vaccinationsInitiatedRatio,actuals.contactTracers,0.6397511397153428
actuals.deaths,actuals.hospitalBeds.capacity,0.6358582364162184
actuals.hospitalBeds.currentUsageCovid,metrics.testPositivityRatio,0.6332888647721727
actuals.vaccinesDistributed,actuals.vaccinationsAdditionalDose,0.6329140095666255
metrics.vaccinationsCompletedRatio,actuals.negativeTests,0.6190983836747326
actuals.vaccinationsAdditionalDose,actuals.vaccinesAdministered,0.6171415980237117
actuals.positiveTests,actuals.icuBeds.currentUsageTotal,0.6140841218008776
actuals.vaccinationsAdditionalDose,actuals.positiveTests,0.6103670122685563
metrics.icuCapacityRatio,actuals.hospitalBeds.weeklyCovidAdmissions,0.6068616863170609
actuals.icuBeds.capacity,metrics.icuCapacityRatio,0.6009511025928974
actuals.hospitalBeds.capacity,actuals.vaccinesDistributed,0.6009493106011302
actuals.newCases,actuals.hospitalBeds.weeklyCovidAdmissions,0.5974425538877391
actuals.icuBeds.currentUsageCovid,actuals.hospitalBeds.currentUsageTotal,0.5972618978284031
actuals.icuBeds.currentUsageTotal,actuals.hospitalBeds.currentUsageCovid,0.5930514455636744
metrics.vaccinationsAdditionalDoseRatio,metrics.vaccinationsCompletedRatio,0.5896901006649787
actuals.icuBeds.currentUsageCovid,actuals.icuBeds.capacity,0.5890268017869952
actuals.cases,actuals.vaccinationsAdditionalDose,0.5850734972398982
actuals.vaccinationsAdditionalDose,actuals.deaths,0.583821944990476
actuals.hospitalBeds.currentUsageCovid,metrics.caseDensity,0.5816862996495284
actuals.hospitalBeds.currentUsageCovid,metrics.weeklyNewCasesPer100k,0.5816824180399531
actuals.cases,actuals.icuBeds.currentUsageTotal,0.5815359515070347
metrics.vaccinationsCompletedRatio,actuals.contactTracers,0.5789796160126505
metrics.vaccinationsAdditionalDoseRatio,metrics.weeklyNewCasesPer100k,0.5787921623482772
metrics.caseDensity,metrics.vaccinationsAdditionalDoseRatio,0.5787777434927351
metrics.bedsWithCovidPatientsRatio,metrics.icuCapacityRatio,0.5736056642163276
actuals.vaccinationsCompleted,actuals.contactTracers,0.5726206128939862
actuals.icuBeds.currentUsageCovid,communityLevels.canCommunityLevel,0.5614169109969637
actuals.contactTracers,actuals.vaccinationsInitiated,0.5565590103879201
actuals.vaccinesDistributed,actuals.hospitalBeds.currentUsageTotal,0.5561202488258821
riskLevels.caseDensity,cdcTransmissionLevel,0.5452701928343401
actuals.newCases,metrics.weeklyCovidAdmissionsPer100k,0.5446398088052332
communityLevels.canCommunityLevel,metrics.caseDensity,0.5442245768771856
metrics.weeklyNewCasesPer100k,communityLevels.canCommunityLevel,0.5442110250880828
actuals.vaccinesDistributed,actuals.icuBeds.capacity,0.5437281361158736
metrics.vaccinationsAdditionalDoseRatio,metrics.testPositivityRatio,0.5415534726144882
actuals.vaccinationsInitiated,actuals.hospitalBeds.capacity,0.5386937189756453
riskLevels.overall,cdcTransmissionLevel,0.5370798274633424
actuals.vaccinationsInitiated,actuals.icuBeds.capacity,0.5338015262118359
actuals.hospitalBeds.capacity,actuals.vaccinationsCompleted,0.5290904566331276
actuals.newCases,metrics.vaccinationsAdditionalDoseRatio,0.5259042974741373
metrics.bedsWithCovidPatientsRatio,actuals.newCases,0.523045527179942
actuals.hospitalBeds.currentUsageTotal,actuals.vaccinationsInitiated,0.5219518412879499
actuals.vaccinesAdministered,actuals.contactTracers,0.5202297620997223
actuals.hospitalBeds.capacity,actuals.vaccinesAdministered,0.5167233894818952
cdcTransmissionLevel,communityLevels.canCommunityLevel,0.5159078074073793
actuals.vaccinationsCompleted,actuals.icuBeds.capacity,0.5123488405897254
actuals.negativeTests,actuals.vaccinationsAdditionalDose,0.5081598329832051
actuals.hospitalBeds.currentUsageTotal,actuals.vaccinationsCompleted,0.5063664444205624
actuals.hospitalBeds.weeklyCovidAdmissions,actuals.icuBeds.currentUsageTotal,0.5039900860082009
actuals.hospitalBeds.currentUsageTotal,actuals.deaths,0.50298852690845
actuals.vaccinationsAdditionalDose,actuals.newCases,0.5011430434536339
metrics.icuCapacityRatio,metrics.weeklyCovidAdmissionsPer100k,0.4910690559488512
actuals.newCases,actuals.hospitalBeds.currentUsageCovid,0.4891479201853194
actuals.hospitalBeds.currentUsageTotal,actuals.vaccinesAdministered,0.4884187064857547
metrics.vaccinationsCompletedRatio,actuals.vaccinationsAdditionalDose,0.48558696408118074
actuals.vaccinesAdministered,actuals.icuBeds.capacity,0.4842971882229033
actuals.hospitalBeds.capacity,actuals.icuBeds.currentUsageCovid,0.47801662929232136
actuals.vaccinationsInitiated,actuals.vaccinationsAdditionalDose,0.47719633097156844
actuals.vaccinationsCompleted,actuals.vaccinationsAdditionalDose,0.4688651515955651
metrics.vaccinationsAdditionalDoseRatio,actuals.positiveTests,0.46054468360180945
actuals.contactTracers,metrics.contactTracerCapacityRatio,0.45216227822574484
metrics.vaccinationsInitiatedRatio,actuals.vaccinesAdministered,0.451969911648167
metrics.infectionRate,metrics.vaccinationsInitiatedRatio,0.45179095567739413
actuals.deaths,actuals.icuBeds.capacity,0.44792030730511384
communityLevels.canCommunityLevel,actuals.newCases,0.4474234875096959
actuals.hospitalBeds.currentUsageTotal,actuals.hospitalBeds.currentUsageCovid,0.44122806643920987
actuals.icuBeds.currentUsageTotal,metrics.bedsWithCovidPatientsRatio,0.43932157019597995
actuals.newDeaths,actuals.icuBeds.currentUsageCovid,0.43908461277304844
cdcTransmissionLevel,metrics.bedsWithCovidPatientsRatio,0.4376447101112255
actuals.cases,actuals.negativeTests,0.4346459902968538
actuals.vaccinationsAdditionalDose,metrics.testPositivityRatio,0.43257039309247053
actuals.vaccinationsAdditionalDose,metrics.weeklyNewCasesPer100k,0.42726270375618325
actuals.vaccinationsAdditionalDose,metrics.caseDensity,0.4272471040833406
metrics.vaccinationsCompletedRatio,metrics.infectionRate,0.41953662951885917
actuals.positiveTests,metrics.icuCapacityRatio,0.41945510079050075
metrics.vaccinationsAdditionalDoseRatio,riskLevels.overall,0.4168599766550738
cdcTransmissionLevel,actuals.hospitalBeds.currentUsageCovid,0.4162581241138601
actuals.vaccinesDistributed,actuals.contactTracers,0.414295636778326
actuals.icuBeds.currentUsageCovid,riskLevels.caseDensity,0.40344609663190173
actuals.deaths,metrics.vaccinationsAdditionalDoseRatio,0.40141690494431587
actuals.deaths,actuals.negativeTests,0.39739098812784796
actuals.hospitalBeds.currentUsageCovid,actuals.icuBeds.capacity,0.395309894161308
metrics.icuCapacityRatio,actuals.newDeaths,0.39319978092525737
metrics.vaccinationsAdditionalDoseRatio,riskLevels.caseDensity,0.3931168713263642
actuals.cases,metrics.vaccinationsAdditionalDoseRatio,0.38992987573715593
riskLevels.overall,actuals.icuBeds.currentUsageCovid,0.3895679083677778
actuals.hospitalBeds.weeklyCovidAdmissions,cdcTransmissionLevel,0.3891460679411812
metrics.vaccinationsAdditionalDoseRatio,actuals.vaccinesDistributed,0.3868900288048199
metrics.icuCapacityRatio,metrics.testPositivityRatio,0.3846817234489681
actuals.vaccinationsCompleted,metrics.vaccinationsInitiatedRatio,0.3837311307113842
actuals.positiveTests,metrics.testPositivityRatio,0.3833331009497163
metrics.vaccinationsInitiatedRatio,actuals.vaccinationsInitiated,0.383258284055718
actuals.positiveTests,actuals.newCases,0.37846209564729544
metrics.vaccinationsInitiatedRatio,metrics.weeklyNewCasesPer100k,0.3778096239934699
metrics.caseDensity,metrics.vaccinationsInitiatedRatio,0.37778360438351477
actuals.vaccinesAdministered,metrics.vaccinationsAdditionalDoseRatio,0.37340941194264227
actuals.hospitalBeds.currentUsageCovid,actuals.newDeaths,0.3723795163495495
actuals.icuBeds.currentUsageTotal,actuals.newDeaths,0.37091288760038904
actuals.hospitalBeds.currentUsageTotal,actuals.hospitalBeds.weeklyCovidAdmissions,0.369753959274842
actuals.vaccinesDistributed,actuals.icuBeds.currentUsageTotal,0.36800976001237806
metrics.vaccinationsInitiatedRatio,actuals.vaccinesDistributed,0.36395109386127333
fips,metrics.icuCapacityRatio,0.3634077649212045
metrics.weeklyCovidAdmissionsPer100k,cdcTransmissionLevel,0.36294568274010586
metrics.testPositivityRatio,actuals.icuBeds.currentUsageCovid,0.3620317812422644
actuals.icuBeds.currentUsageTotal,actuals.deaths,0.3608503051327999
communityLevels.canCommunityLevel,metrics.icuCapacityRatio,0.35849041072730925
cdcTransmissionLevel,actuals.contactTracers,0.3533037065561193
metrics.icuCapacityRatio,actuals.cases,0.3499770838640282
actuals.icuBeds.currentUsageCovid,cdcTransmissionLevel,0.3477352254147993
metrics.vaccinationsAdditionalDoseRatio,actuals.negativeTests,0.34269975176192397
metrics.bedsWithCovidPatientsRatio,actuals.newDeaths,0.3425509766680497
metrics.vaccinationsCompletedRatio,metrics.weeklyNewCasesPer100k,0.33912214607303015
metrics.caseDensity,metrics.vaccinationsCompletedRatio,0.3391023216967526
metrics.vaccinationsInitiatedRatio,actuals.newCases,0.3366143827146881
actuals.vaccinationsAdditionalDose,riskLevels.overall,0.32306650439107903
metrics.contactTracerCapacityRatio,actuals.negativeTests,0.3226652051181821
metrics.infectionRate,metrics.testPositivityRatio,0.32245528883000313
actuals.positiveTests,actuals.hospitalBeds.weeklyCovidAdmissions,0.32179754279779277
actuals.newCases,actuals.cases,0.3216488366301939
metrics.vaccinationsCompletedRatio,metrics.contactTracerCapacityRatio,0.3162841385980024
actuals.icuBeds.currentUsageTotal,actuals.vaccinationsInitiated,0.31355743259006363
actuals.icuBeds.capacity,actuals.hospitalBeds.weeklyCovidAdmissions,0.31315665063176357
metrics.testPositivityRatio,cdcTransmissionLevel,0.3116844740867921
actuals.hospitalBeds.currentUsageTotal,actuals.newDeaths,0.3091466873072469
riskLevels.caseDensity,actuals.vaccinationsAdditionalDose,0.30905734063896795
actuals.deaths,metrics.infectionRate,0.30718112470768316
actuals.hospitalBeds.weeklyCovidAdmissions,actuals.newDeaths,0.30274404252353776
metrics.weeklyCovidAdmissionsPer100k,actuals.icuBeds.currentUsageTotal,0.2985643306276325
actuals.hospitalBeds.capacity,actuals.hospitalBeds.currentUsageCovid,0.297283834449613
metrics.weeklyNewCasesPer100k,cdcTransmissionLevel,0.29584093536838585
cdcTransmissionLevel,metrics.caseDensity,0.29583141179249556
actuals.icuBeds.currentUsageTotal,actuals.vaccinationsCompleted,0.2928023959553979
metrics.weeklyCovidAdmissionsPer100k,actuals.newDeaths,0.29088225219443564
actuals.vaccinesAdministered,actuals.icuBeds.currentUsageTotal,0.28018255645409545
metrics.infectionRate,actuals.vaccinesDistributed,0.2742651695020983
metrics.infectionRate,actuals.vaccinesAdministered,0.27284394016136343
actuals.newDeaths,actuals.icuBeds.capacity,0.27242948269986783
actuals.hospitalBeds.currentUsageTotal,metrics.bedsWithCovidPatientsRatio,0.27220520101535955
actuals.hospitalBeds.currentUsageCovid,actuals.positiveTests,0.2658396921759315
riskLevels.overall,metrics.infectionRate,0.26090487498139886
actuals.positiveTests,metrics.weeklyNewCasesPer100k,0.2561912495301633
metrics.caseDensity,actuals.positiveTests,0.2561844297236025
metrics.vaccinationsCompletedRatio,actuals.newCases,0.250958542603444
cdcTransmissionLevel,actuals.newCases,0.24857107921942018
actuals.negativeTests,actuals.positiveTests,0.24687605405339638
metrics.infectionRate,actuals.negativeTests,0.24560219593165397
riskLevels.overall,metrics.vaccinationsInitiatedRatio,0.2426344034828452
actuals.hospitalBeds.capacity,actuals.hospitalBeds.weeklyCovidAdmissions,0.23687989686560385
actuals.hospitalBeds.weeklyCovidAdmissions,actuals.cases,0.23564561150170726
actuals.cases,metrics.testPositivityRatio,0.23542420719866175
riskLevels.caseDensity,metrics.vaccinationsInitiatedRatio,0.23386372513751327
actuals.icuBeds.capacity,metrics.bedsWithCovidPatientsRatio,0.22982370461541143
actuals.newDeaths,communityLevels.canCommunityLevel,0.22696123356394482
actuals.newCases,actuals.vaccinesAdministered,0.22435927734845523
actuals.deaths,metrics.icuCapacityRatio,0.22201433151911912
metrics.infectionRate,actuals.newCases,0.2217270293876582
actuals.vaccinationsInitiated,metrics.vaccinationsAdditionalDoseRatio,0.22164644363317218
actuals.cases,actuals.hospitalBeds.currentUsageCovid,0.22094027936941793
metrics.vaccinationsInitiatedRatio,metrics.contactTracerCapacityRatio,0.21820993680260392
riskLevels.caseDensity,metrics.icuCapacityRatio,0.21677150715196503
metrics.infectionRate,riskLevels.caseDensity,0.21597858869317088
actuals.hospitalBeds.capacity,actuals.newDeaths,0.21539105373625156
actuals.vaccinationsCompleted,metrics.vaccinationsAdditionalDoseRatio,0.2152429210285905
metrics.caseDensity,actuals.icuBeds.currentUsageCovid,0.2142743643925712
metrics.weeklyNewCasesPer100k,actuals.icuBeds.currentUsageCovid,0.21426853701265752
actuals.newCases,actuals.vaccinesDistributed,0.21329809175082248
metrics.icuCapacityRatio,riskLevels.overall,0.21285389556837164
communityLevels.canCommunityLevel,fips,0.21118495085187008
actuals.icuBeds.currentUsageCovid,actuals.positiveTests,0.20698275520806358
actuals.negativeTests,actuals.newCases,0.20571776677564046
cdcTransmissionLevel,actuals.negativeTests,0.19661322297924516
actuals.icuBeds.currentUsageTotal,metrics.testPositivityRatio,0.19652467333513512
actuals.icuBeds.currentUsageCovid,actuals.newCases,0.1955012272311049
metrics.vaccinationsCompletedRatio,riskLevels.overall,0.1944765486932974
communityLevels.canCommunityLevel,actuals.icuBeds.currentUsageTotal,0.19177364279485354
actuals.icuBeds.currentUsageCovid,actuals.cases,0.1897359514910954
fips,metrics.testPositivityRatio,0.18554915674439296
riskLevels.caseDensity,metrics.vaccinationsCompletedRatio,0.18506636580980038
actuals.positiveTests,metrics.infectionRate,0.18050595007197764
fips,actuals.icuBeds.currentUsageCovid,0.1767274228002535
actuals.deaths,actuals.contactTracers,0.1729362052571219
actuals.positiveTests,metrics.bedsWithCovidPatientsRatio,0.17198152574233463
actuals.contactTracers,actuals.vaccinationsAdditionalDose,0.1697079651853411
actuals.cases,metrics.weeklyNewCasesPer100k,0.16804097132620296
actuals.cases,metrics.caseDensity,0.16802607372738398
metrics.weeklyCovidAdmissionsPer100k,metrics.vaccinationsAdditionalDoseRatio,0.1645590489570376
metrics.vaccinationsInitiatedRatio,actuals.cases,0.16424676055373966
actuals.vaccinesAdministered,metrics.vaccinationsCompletedRatio,0.1603964367007389
metrics.infectionRate,actuals.vaccinationsCompleted,0.159185435962399
metrics.infectionRate,actuals.vaccinationsInitiated,0.1588489864209105
cdcTransmissionLevel,fips,0.15002749508525196
actuals.cases,metrics.infectionRate,0.14891646104776118
actuals.positiveTests,riskLevels.overall,0.1472187815255395
actuals.newCases,actuals.vaccinationsInitiated,0.1470609711904754
riskLevels.caseDensity,actuals.positiveTests,0.14224273595144107
metrics.vaccinationsAdditionalDoseRatio,actuals.hospitalBeds.weeklyCovidAdmissions,0.14142690086889012
communityLevels.canCommunityLevel,metrics.vaccinationsAdditionalDoseRatio,0.13539529047492715
actuals.hospitalBeds.currentUsageTotal,metrics.weeklyCovidAdmissionsPer100k,0.13488707264926098
metrics.vaccinationsInitiatedRatio,actuals.deaths,0.13322728360993202
actuals.vaccinationsCompleted,actuals.newCases,0.13235125877540657
actuals.positiveTests,metrics.weeklyCovidAdmissionsPer100k,0.1294648463479535
actuals.newCases,actuals.deaths,0.12813358550377685
metrics.bedsWithCovidPatientsRatio,actuals.cases,0.12402319355623367
metrics.weeklyNewCasesPer100k,metrics.infectionRate,0.12388267757600259
metrics.caseDensity,metrics.infectionRate,0.12387336903238907
metrics.icuCapacityRatio,actuals.newCases,0.12302330579790152
actuals.hospitalBeds.capacity,metrics.bedsWithCovidPatientsRatio,0.12069404121874774
actuals.hospitalBeds.weeklyCovidAdmissions,actuals.vaccinationsAdditionalDose,0.12040835966291226
actuals.hospitalBeds.capacity,actuals.vaccinationsAdditionalDose,0.11967191209448337
metrics.infectionRateCI90,metrics.infectionRate,0.11891583088467796
fips,metrics.bedsWithCovidPatientsRatio,0.11842451618473261
actuals.newDeaths,riskLevels.caseDensity,0.11723910322922271
fips,metrics.weeklyCovidAdmissionsPer100k,0.11711106891322827
actuals.vaccinationsCompleted,metrics.contactTracerCapacityRatio,0.11201790010372403
riskLevels.overall,actuals.newDeaths,0.11157835164784682
actuals.vaccinesDistributed,metrics.icuCapacityRatio,0.10932199759445271
fips,actuals.hospitalBeds.currentUsageCovid,0.10830490551625305
metrics.weeklyNewCasesPer100k,actuals.negativeTests,0.10620600094006173
actuals.negativeTests,metrics.caseDensity,0.10617413939645827
metrics.infectionRate,actuals.contactTracers,0.10189911551746224
metrics.icuCapacityRatio,metrics.caseDensity,0.0979274429026128
metrics.weeklyNewCasesPer100k,metrics.icuCapacityRatio,0.09792349330551377
metrics.vaccinationsCompletedRatio,actuals.vaccinationsCompleted,0.09758380161118665
metrics.vaccinationsInitiatedRatio,actuals.positiveTests,0.09655214452520398
cdcTransmissionLevel,metrics.vaccinationsInitiatedRatio,0.09537531918016698
metrics.icuCapacityRatio,cdcTransmissionLevel,0.09013767622634816
metrics.testPositivityRatio,actuals.hospitalBeds.currentUsageTotal,0.0892544716562636
metrics.vaccinationsCompletedRatio,actuals.vaccinationsInitiated,0.08794934706508088
metrics.vaccinationsCompletedRatio,cdcTransmissionLevel,0.08749944859411388
actuals.vaccinationsInitiated,metrics.contactTracerCapacityRatio,0.08597036131404412
actuals.newDeaths,cdcTransmissionLevel,0.08357124996593156
actuals.newCases,actuals.newDeaths,0.08088645230096705
actuals.newDeaths,metrics.testPositivityRatio,0.08082831423552901
fips,actuals.hospitalBeds.weeklyCovidAdmissions,0.08026937473396764
actuals.vaccinationsAdditionalDose,actuals.hospitalBeds.currentUsageTotal,0.07797235246655446
riskLevels.caseDensity,actuals.cases,0.07771663279207476
metrics.weeklyCovidAdmissionsPer100k,actuals.icuBeds.capacity,0.07737614527307257
fips,riskLevels.caseDensity,0.07718432958511566
metrics.infectionRate,communityLevels.canCommunityLevel,0.07609491876297589
cdcTransmissionLevel,metrics.infectionRate,0.07606693144665179
riskLevels.overall,actuals.cases,0.07524094098269762
riskLevels.caseDensity,actuals.negativeTests,0.07277229457658763
actuals.cases,actuals.contactTracers,0.07213275964662573
actuals.vaccinesDistributed,metrics.vaccinationsCompletedRatio,0.07088805508332477
cdcTransmissionLevel,actuals.vaccinationsInitiated,0.07032529777804622
actuals.vaccinationsCompleted,cdcTransmissionLevel,0.06933543817867169
metrics.vaccinationsInitiatedRatio,metrics.testPositivityRatio,0.06871030476696739
actuals.hospitalBeds.capacity,metrics.testPositivityRatio,0.06845511720081333
actuals.contactTracers,actuals.newCases,0.06840174393887496
actuals.hospitalBeds.currentUsageTotal,actuals.newCases,0.06572797304774342
actuals.positiveTests,actuals.newDeaths,0.06483904034826386
actuals.deaths,metrics.testPositivityRatio,0.06432605431168205
fips,riskLevels.overall,0.06394329523195857
actuals.contactTracers,metrics.vaccinationsAdditionalDoseRatio,0.06372902584557424
riskLevels.overall,actuals.negativeTests,0.06234905893708748
cdcTransmissionLevel,actuals.vaccinesAdministered,0.05578823023996406
actuals.icuBeds.currentUsageTotal,actuals.newCases,0.05453667326739483
metrics.bedsWithCovidPatientsRatio,metrics.vaccinationsAdditionalDoseRatio,0.05249559027173097
actuals.vaccinationsAdditionalDose,metrics.weeklyCovidAdmissionsPer100k,0.050282864903447855
actuals.newDeaths,metrics.weeklyNewCasesPer100k,0.05017088288735476
actuals.newDeaths,metrics.caseDensity,0.050166959253685355
riskLevels.caseDensity,actuals.icuBeds.currentUsageTotal,0.04929538890329035
riskLevels.overall,actuals.icuBeds.currentUsageTotal,0.04664251852305115
metrics.vaccinationsAdditionalDoseRatio,metrics.infectionRateCI90,0.046292670373400555
riskLevels.caseDensity,actuals.contactTracers,0.04595386280075508
communityLevels.canCommunityLevel,actuals.vaccinationsAdditionalDose,0.044297769414394984
actuals.hospitalBeds.currentUsageCovid,actuals.vaccinesDistributed,0.04094715077663974
actuals.vaccinationsInitiated,actuals.icuBeds.currentUsageCovid,0.040309619524491205
