,fips,actuals.cases,actuals.deaths,actuals.positiveTests,actuals.negativeTests,actuals.contactTracers,actuals.hospitalBeds.capacity,actuals.hospitalBeds.currentUsageTotal,actuals.hospitalBeds.currentUsageCovid,actuals.icuBeds.capacity,actuals.icuBeds.currentUsageTotal,actuals.icuBeds.currentUsageCovid,actuals.newCases,actuals.vaccinesDistributed,actuals.vaccinationsInitiated,actuals.vaccinationsCompleted,metrics.testPositivityRatio,metrics.caseDensity,metrics.contactTracerCapacityRatio,metrics.infectionRate,metrics.infectionRateCI90,metrics.icuCapacityRatio,riskLevels.overall,metrics.vaccinationsInitiatedRatio,metrics.vaccinationsCompletedRatio,actuals.newDeaths,actuals.vaccinesAdministered,riskLevels.caseDensity,cdcTransmissionLevel,actuals.vaccinationsAdditionalDose,metrics.vaccinationsAdditionalDoseRatio,metrics.weeklyNewCasesPer100k,metrics.bedsWithCovidPatientsRatio,actuals.hospitalBeds.weeklyCovidAdmissions,metrics.weeklyCovidAdmissionsPer100k,communityLevels.canCommunityLevel,Class
actuals.newCases,-0.045012316499391726,0.3216488366301939,0.12813358550377685,0.37846209564729544,0.20571776677564046,0.06840174393887496,-0.005611402572964733,0.06572797304774342,0.4891479201853194,-0.002526549623706085,0.05453667326739483,0.1955012272311049,1.0,0.21329809175082248,0.1470609711904754,0.13235125877540657,0.6817638125663866,0.7719586640589818,-0.47760194969220643,0.2217270293876582,-0.017471373756115047,0.12302330579790152,0.660885473805563,0.3366143827146881,0.250958542603444,0.08088645230096705,0.22435927734845523,0.6597976562581248,0.24857107921942018,0.5011430434536339,0.5259042974741373,0.7719687684099638,0.523045527179942,0.5974425538877391,0.5446398088052332,0.4474234875096959,
actuals.vaccinesDistributed,-0.4098392374311493,0.9094886822295594,0.8654503040428024,0.7818967540110525,0.7069505193475605,0.414295636778326,0.6009493106011302,0.5561202488258821,0.04094715077663974,0.5437281361158736,0.36800976001237806,0.025867289516618444,0.21329809175082248,1.0,0.9653381001658203,0.9642467739490199,0.02468672645876383,0.014323801722871173,-0.011616508988892665,0.2742651695020983,-0.015031310477905723,0.10932199759445271,-0.01145180538689806,0.36395109386127333,0.07088805508332477,-0.08467803662761704,0.9886065627887464,-0.004351021352322669,0.005213529755806922,0.6329140095666255,0.3868900288048199,0.014347183832585392,-0.04307496957503375,0.0264099018696275,-0.2128413534443699,-0.19165590973290872,
actuals.vaccinationsInitiated,-0.5200736426786938,0.8326355151898244,0.7508496273528864,0.6642118993890073,0.792746564732814,0.5565590103879201,0.5386937189756453,0.5219518412879499,0.035943641904919124,0.5338015262118359,0.31355743259006363,0.040309619524491205,0.1470609711904754,0.9653381001658203,1.0,0.9986264779385478,-0.10492184729548332,-0.04833393719188545,0.08597036131404412,0.1588489864209105,-0.02394063702704729,0.0018485794598242513,-0.05037026689258565,0.383258284055718,0.08794934706508088,-0.07041915761323367,0.985203504209577,-0.039191978482330754,0.07032529777804622,0.47719633097156844,0.22164644363317218,-0.04830964961789677,-0.04179086719723285,-0.009783108571512914,-0.24753362441287524,-0.21288473723516482,
actuals.vaccinationsCompleted,-0.49728753063873865,0.8241076885326163,0.766211309425612,0.6497313382299796,0.7959293246570696,0.5726206128939862,0.5290904566331276,0.5063664444205624,0.004890437594083262,0.5123488405897254,0.2928023959553979,0.013261534051658124,0.13235125877540657,0.9642467739490199,0.9986264779385478,1.0,-0.12290362811997524,-0.06501690993146637,0.11201790010372403,0.159185435962399,-0.02503587966816187,-0.012849494562397997,-0.07058269771273025,0.3837311307113842,0.09758380161118665,-0.08494165739324866,0.9835593498991559,-0.0586427980793499,0.06933543817867169,0.4688651515955651,0.2152429210285905,-0.06499233149273081,-0.07216477085471956,-0.041066887713840865,-0.2782426926907323,-0.23596631008365385,
metrics.testPositivityRatio,0.18554915674439296,0.23542420719866175,0.06432605431168205,0.3833331009497163,-0.1671010083921561,-0.2894490984853562,0.06845511720081333,0.0892544716562636,0.6332888647721727,0.020099953687604456,0.19652467333513512,0.3620317812422644,0.6817638125663866,0.02468672645876383,-0.10492184729548332,-0.12290362811997524,1.0,0.8131947297328909,-0.741817224734878,0.32245528883000313,-0.011855128561218384,0.3846817234489681,0.793600693206364,0.06871030476696739,0.020947873984772616,0.08082831423552901,-0.0075045490475231175,0.7909293419872515,0.3116844740867921,0.43257039309247053,0.5415534726144882,0.813178286741111,0.6612115515462877,0.7755773697287109,0.7788243795775607,0.6634482342816612,
metrics.caseDensity,0.028252400011288443,0.16802607372738398,-0.06280936073077319,0.2561844297236025,0.10617413939645827,0.019512179107112494,-0.17272420697125054,-0.0982795296601136,0.5816862996495284,-0.17618865681832985,-0.06693332665338146,0.2142743643925712,0.7719586640589818,0.014323801722871173,-0.04833393719188545,-0.06501690993146637,0.8131947297328909,1.0,-0.5533860745013999,0.12387336903238907,-0.02224029364164504,0.0979274429026128,0.7932170518846767,0.37778360438351477,0.3391023216967526,0.050166959253685355,0.03313160081231981,0.7923038556972611,0.29583141179249556,0.4272471040833406,0.5787777434927351,0.9999999218636362,0.6786715767935249,0.70703827193802,0.7700949516781365,0.5442245768771856,
metrics.contactTracerCapacityRatio,-0.15474142889011436,-0.2698415769667309,-0.015248713535779166,-0.4025720051586959,0.3226652051181821,0.45216227822574484,-0.31592210625202016,-0.36665406062383094,-0.7333313350907061,-0.33095130919991017,-0.5301109854154469,-0.6407915902092085,-0.47760194969220643,-0.011616508988892665,0.08597036131404412,0.11201790010372403,-0.741817224734878,-0.5533860745013999,1.0,-0.107305768198811,-0.005640141445467646,-0.6592066785092925,-0.6925358429447122,0.21820993680260392,0.3162841385980024,-0.29574574240379975,0.036372548596990455,-0.6849474640816713,-0.3678120232568152,-0.1910052842912465,-0.2568993022610704,-0.5533782086069955,-0.7158890236241585,-0.7579740095871265,-0.7165342739357493,-0.7542011474368581,
metrics.infectionRate,4.945487267002089e-05,0.14891646104776118,0.30718112470768316,0.18050595007197764,0.24560219593165397,0.10189911551746224,-0.09721337420047489,-0.16215255437054613,-0.20031507423921846,-0.19528532277192318,-0.23027947661462622,-0.3385040175403752,0.2217270293876582,0.2742651695020983,0.1588489864209105,0.159185435962399,0.32245528883000313,0.12387336903238907,-0.107305768198811,1.0,0.11891583088467796,-0.1967171814052996,0.26090487498139886,0.45179095567739413,0.41953662951885917,-0.29972101093397097,0.27284394016136343,0.21597858869317088,0.07606693144665179,0.6792505630422294,0.7120390134577419,0.12388267757600259,-0.1892564346876007,-0.09393986729715012,-0.12225180719272041,0.07609491876297589,
metrics.infectionRateCI90,-0.03268768672071701,-0.007801385254726536,-0.008039289011324417,0.007679951997806996,-0.025644805327958868,-0.04818869166313774,0.004301414434609783,0.013114918188637349,-0.04352880225529041,0.004592430535537566,-0.0030470540253422413,-0.04390974583647304,-0.017471373756115047,-0.015031310477905723,-0.02394063702704729,-0.02503587966816187,-0.011855128561218384,-0.02224029364164504,-0.005640141445467646,0.11891583088467796,1.0,-0.008074223608548271,0.010872698178931219,0.014343706355067244,0.01746090859760445,-0.027350826825228564,-0.01677569545923596,-0.024527325027362233,-0.05484990100527948,0.025575838990524093,0.046292670373400555,-0.02223278007645537,-0.04484902943731384,-0.03734959674581621,-0.031041255232787317,-0.046883727125805144,
metrics.icuCapacityRatio,0.3634077649212045,0.3499770838640282,0.22201433151911912,0.41945510079050075,-0.47908157292714265,-0.5466556988391225,0.6579623690753905,0.7016568230703636,0.672586184303737,0.6009511025928974,0.8681356593204947,0.7950651758466394,0.12302330579790152,0.10932199759445271,0.0018485794598242513,-0.012849494562397997,0.3846817234489681,0.0979274429026128,-0.6592066785092925,-0.1967171814052996,-0.008074223608548271,1.0,0.21285389556837164,-0.649920354235322,-0.7590252454631581,0.39319978092525737,0.003590176024866137,0.21677150715196503,0.09013767622634816,-0.059663444373335095,-0.11952720018673144,0.09792349330551377,0.5736056642163276,0.6068616863170609,0.4910690559488512,0.35849041072730925,
riskLevels.overall,0.06394329523195857,0.07524094098269762,-0.14890563393880246,0.1472187815255395,0.06234905893708748,0.02551101570874383,-0.12761871155472027,-0.0275436231254489,0.6645091482700598,-0.1000414556738924,0.04664251852305115,0.3895679083677778,0.660885473805563,-0.01145180538689806,-0.05037026689258565,-0.07058269771273025,0.793600693206364,0.7932170518846767,-0.6925358429447122,0.26090487498139886,0.010872698178931219,0.21285389556837164,1.0,0.2426344034828452,0.1944765486932974,0.11157835164784682,0.010435970786527778,0.9923847823103465,0.5370798274633424,0.32306650439107903,0.4168599766550738,0.7932053380468477,0.7246039215997598,0.7469679269763481,0.7698165186558408,0.7522691084956799,
metrics.vaccinationsInitiatedRatio,-0.4577615569304026,0.16424676055373966,0.13322728360993202,0.09655214452520398,0.7975702945847183,0.6397511397153428,-0.4231571418342373,-0.3913523032264551,-0.24924904075110849,-0.415635457627642,-0.5991179145330696,-0.5372604317231106,0.3366143827146881,0.36395109386127333,0.383258284055718,0.3837311307113842,0.06871030476696739,0.37778360438351477,0.21820993680260392,0.45179095567739413,0.014343706355067244,-0.649920354235322,0.2426344034828452,1.0,0.9391137007537764,-0.27799259678911503,0.451969911648167,0.23386372513751327,0.09537531918016698,0.6405648710046964,0.6687442935368334,0.3778096239934699,-0.13797375793670527,-0.15639224665527898,-0.10078670254179334,-0.07141584670868474,
metrics.vaccinationsCompletedRatio,-0.2536132884218761,-0.13742708442232343,-0.06469308405468797,-0.18160985588836687,0.6190983836747326,0.5789796160126505,-0.6633028631643781,-0.638230356195881,-0.38396657191303724,-0.6840788118762733,-0.8135771026465678,-0.6713863359977044,0.250958542603444,0.07088805508332477,0.08794934706508088,0.09758380161118665,0.020947873984772616,0.3391023216967526,0.3162841385980024,0.41953662951885917,0.01746090859760445,-0.7590252454631581,0.1944765486932974,0.9391137007537764,1.0,-0.32240666528496886,0.1603964367007389,0.18506636580980038,0.08749944859411388,0.48558696408118074,0.5896901006649787,0.33912214607303015,-0.24157414521813547,-0.27559324724854034,-0.14440996029303332,-0.08978322303082367,
actuals.newDeaths,0.02198658462627918,0.0341227481075516,-0.1416130237631909,0.06483904034826386,-0.20109987848383326,-0.22197563446612442,0.21539105373625156,0.3091466873072469,0.3723795163495495,0.27242948269986783,0.37091288760038904,0.43908461277304844,0.08088645230096705,-0.08467803662761704,-0.07041915761323367,-0.08494165739324866,0.08082831423552901,0.050166959253685355,-0.29574574240379975,-0.29972101093397097,-0.027350826825228564,0.39319978092525737,0.11157835164784682,-0.27799259678911503,-0.32240666528496886,1.0,-0.10181394223031281,0.11723910322922271,0.08357124996593156,-0.1955015329804635,-0.2190397886043493,0.05017088288735476,0.3425509766680497,0.30274404252353776,0.29088225219443564,0.22696123356394482,
actuals.vaccinesAdministered,-0.48194768294096063,0.8650789023267345,0.8021658222106943,0.719878455053322,0.7948823815475116,0.5202297620997223,0.5167233894818952,0.4884187064857547,0.02530550984143886,0.4842971882229033,0.28018255645409545,-0.01178924990352481,0.22435927734845523,0.9886065627887464,0.985203504209577,0.9835593498991559,-0.0075045490475231175,0.03313160081231981,0.036372548596990455,0.27284394016136343,-0.01677569545923596,0.003590176024866137,0.010435970786527778,0.451969911648167,0.1603964367007389,-0.10181394223031281,1.0,0.01798536003444373,0.05578823023996406,0.6171415980237117,0.37340941194264227,0.033156697782527875,-0.043459655580084036,0.008511634151171217,-0.21996706249874265,-0.18716695916763829,
riskLevels.caseDensity,0.07718432958511566,0.07771663279207476,-0.14332395659357314,0.14224273595144107,0.07277229457658763,0.04595386280075508,-0.12466674654517353,-0.02695458247318302,0.6748984284197715,-0.0998577088605144,0.04929538890329035,0.40344609663190173,0.6597976562581248,-0.004351021352322669,-0.039191978482330754,-0.0586427980793499,0.7909293419872515,0.7923038556972611,-0.6849474640816713,0.21597858869317088,-0.024527325027362233,0.21677150715196503,0.9923847823103465,0.23386372513751327,0.18506636580980038,0.11723910322922271,0.01798536003444373,1.0,0.5452701928343401,0.30905734063896795,0.3931168713263642,0.7922887661289294,0.7345273887637004,0.7532302008079976,0.7730696811736633,0.7623958264638233,
cdcTransmissionLevel,0.15002749508525196,-0.08580688611786429,-0.13819166036462557,-0.15606275143451262,0.19661322297924516,0.3533037065561193,-0.1321563081245613,-0.01736092415812994,0.4162581241138601,-0.10589448333623001,-0.0030610441477907035,0.3477352254147993,0.24857107921942018,0.005213529755806922,0.07032529777804622,0.06933543817867169,0.3116844740867921,0.29583141179249556,-0.3678120232568152,0.07606693144665179,-0.05484990100527948,0.09013767622634816,0.5370798274633424,0.09537531918016698,0.08749944859411388,0.08357124996593156,0.05578823023996406,0.5452701928343401,1.0,-0.02685128876964503,-0.05539893899427474,0.29584093536838585,0.4376447101112255,0.3891460679411812,0.36294568274010586,0.5159078074073793,
actuals.vaccinationsAdditionalDose,-0.18549731516517307,0.5850734972398982,0.583821944990476,0.6103670122685563,0.5081598329832051,0.1697079651853411,0.11967191209448337,0.07797235246655446,-0.003415508308265367,0.016223233754355623,-0.04579990772020189,-0.240074907059249,0.5011430434536339,0.6329140095666255,0.47719633097156844,0.4688651515955651,0.43257039309247053,0.4272471040833406,-0.1910052842912465,0.6792505630422294,0.025575838990524093,-0.059663444373335095,0.32306650439107903,0.6405648710046964,0.48558696408118074,-0.1955015329804635,0.6171415980237117,0.30905734063896795,-0.02685128876964503,1.0,0.9203832551435843,0.42726270375618325,0.011991302757681666,0.12040835966291226,0.050282864903447855,0.044297769414394984,
metrics.vaccinationsAdditionalDoseRatio,-0.08143501379266804,0.38992987573715593,0.40141690494431587,0.46054468360180945,0.34269975176192397,0.06372902584557424,-0.08072334640982774,-0.12553643720694732,-0.012680908649596243,-0.19410385124295773,-0.20668764382828933,-0.31080753965781893,0.5259042974741373,0.3868900288048199,0.22164644363317218,0.2152429210285905,0.5415534726144882,0.5787777434927351,-0.2568993022610704,0.7120390134577419,0.046292670373400555,-0.11952720018673144,0.4168599766550738,0.6687442935368334,0.5896901006649787,-0.2190397886043493,0.37340941194264227,0.3931168713263642,-0.05539893899427474,0.9203832551435843,1.0,0.5787921623482772,0.05249559027173097,0.14142690086889012,0.1645590489570376,0.13539529047492715,
metrics.weeklyNewCasesPer100k,0.028241596279638646,0.16804097132620296,-0.06279396528155382,0.2561912495301633,0.10620600094006173,0.01953930650742309,-0.17271935389304255,-0.09827062819532209,0.5816824180399531,-0.17619034727628882,-0.0669367138384544,0.21426853701265752,0.7719687684099638,0.014347183832585392,-0.04830964961789677,-0.06499233149273081,0.813178286741111,0.9999999218636362,-0.5533782086069955,0.12388267757600259,-0.02223278007645537,0.09792349330551377,0.7932053380468477,0.3778096239934699,0.33912214607303015,0.05017088288735476,0.033156697782527875,0.7922887661289294,0.29584093536838585,0.42726270375618325,0.5787921623482772,1.0,0.6786691418563268,0.707030781490952,0.7700880874620173,0.5442110250880828,
metrics.bedsWithCovidPatientsRatio,0.11842451618473261,0.12402319355623367,-0.22308841160327145,0.17198152574233463,-0.11892121708617238,-0.11733543988061083,0.12069404121874774,0.27220520101535955,0.976696451435643,0.22982370461541143,0.43932157019597995,0.8273166853485838,0.523045527179942,-0.04307496957503375,-0.04179086719723285,-0.07216477085471956,0.6612115515462877,0.6786715767935249,-0.7158890236241585,-0.1892564346876007,-0.04484902943731384,0.5736056642163276,0.7246039215997598,-0.13797375793670527,-0.24157414521813547,0.3425509766680497,-0.043459655580084036,0.7345273887637004,0.4376447101112255,0.011991302757681666,0.05249559027173097,0.6786691418563268,1.0,0.9543376625077968,0.928097972111922,0.7161503604842042,
actuals.hospitalBeds.weeklyCovidAdmissions,0.08026937473396764,0.23564561150170726,-0.11652102011955182,0.32179754279779277,-0.15351308752358805,-0.22008097219005876,0.23687989686560385,0.369753959274842,0.9659404350825272,0.31315665063176357,0.5039900860082009,0.7959270663483591,0.5974425538877391,0.0264099018696275,-0.009783108571512914,-0.041066887713840865,0.7755773697287109,0.70703827193802,-0.7579740095871265,-0.09393986729715012,-0.03734959674581621,0.6068616863170609,0.7469679269763481,-0.15639224665527898,-0.27559324724854034,0.30274404252353776,0.008511634151171217,0.7532302008079976,0.3891460679411812,0.12040835966291226,0.14142690086889012,0.707030781490952,0.9543376625077968,1.0,0.9389221023293152,0.7142967224052539,
metrics.weeklyCovidAdmissionsPer100k,0.11711106891322827,0.006761090895841046,-0.33925941394878306,0.1294648463479535,-0.25645720749876116,-0.2869725419466524,-0.00405230652992793,0.13488707264926098,0.8825711004893845,0.07737614527307257,0.2985643306276325,0.6687406837383907,0.5446398088052332,-0.2128413534443699,-0.24753362441287524,-0.2782426926907323,0.7788243795775607,0.7700949516781365,-0.7165342739357493,-0.12225180719272041,-0.031041255232787317,0.4910690559488512,0.7698165186558408,-0.10078670254179334,-0.14440996029303332,0.29088225219443564,-0.21996706249874265,0.7730696811736633,0.36294568274010586,0.050282864903447855,0.1645590489570376,0.7700880874620173,0.928097972111922,0.9389221023293152,1.0,0.7083323133199225,
communityLevels.canCommunityLevel,0.21118495085187008,-0.07657546031438806,-0.2735220337497475,0.001320612030066277,-0.19844088791842837,-0.14585680773285362,-0.05690758713309155,0.03576092973674035,0.6929743611071084,-0.00027633934831155013,0.19177364279485354,0.5614169109969637,0.4474234875096959,-0.19165590973290872,-0.21288473723516482,-0.23596631008365385,0.6634482342816612,0.5442245768771856,-0.7542011474368581,0.07609491876297589,-0.046883727125805144,0.35849041072730925,0.7522691084956799,-0.07141584670868474,-0.08978322303082367,0.22696123356394482,-0.18716695916763829,0.7623958264638233,0.5159078074073793,0.044297769414394984,0.13539529047492715,0.5442110250880828,0.7161503604842042,0.7142967224052539,0.7083323133199225,1.0,
Class,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
