,fips,actuals.cases,actuals.deaths,actuals.positiveTests,actuals.negativeTests,actuals.contactTracers,actuals.hospitalBeds.capacity,actuals.hospitalBeds.currentUsageTotal,actuals.hospitalBeds.currentUsageCovid,actuals.icuBeds.capacity,actuals.icuBeds.currentUsageTotal,actuals.icuBeds.currentUsageCovid,actuals.newCases,actuals.vaccinesDistributed,actuals.vaccinationsInitiated,actuals.vaccinationsCompleted,metrics.testPositivityRatio,metrics.caseDensity,metrics.contactTracerCapacityRatio,metrics.infectionRate,metrics.infectionRateCI90,metrics.icuCapacityRatio,riskLevels.overall,metrics.vaccinationsInitiatedRatio,metrics.vaccinationsCompletedRatio,actuals.newDeaths,actuals.vaccinesAdministered,riskLevels.caseDensity,cdcTransmissionLevel,actuals.vaccinationsAdditionalDose,metrics.vaccinationsAdditionalDoseRatio,metrics.weeklyNewCasesPer100k,metrics.bedsWithCovidPatientsRatio,actuals.hospitalBeds.weeklyCovidAdmissions,metrics.weeklyCovidAdmissionsPer100k,communityLevels.canCommunityLevel,Class
actuals.icuBeds.currentUsageTotal,-0.008864194100442755,0.9026939173782592,0.9080177687391764,0.8160273618034076,0.602522204481422,0.6050089259190923,0.963227102156432,0.9710694331078402,0.9065274994965835,0.9775489013533122,1.0,0.9220231708507713,0.33353284063913247,0.8661498739971799,0.8568338235084079,0.859616104256503,-0.025934938062987748,-0.2657859518785488,0.0251466377657195,-0.2206799802084209,-0.040159024485557436,0.07519561377868231,-0.4617840525100059,-0.1419686895726005,-0.18268354432508765,0.42889900206451853,0.8395148463751919,-0.4617840525100059,,0.5600720174404393,-0.15038472912002393,-0.26581145511367743,0.3619685841544441,0.8564875484009661,0.10672448069620309,,
actuals.icuBeds.currentUsageCovid,-0.044853238362775716,0.8011854507554818,0.7806305369109371,0.7164243866786124,0.49822563170153533,0.5425570421342074,0.8572016345938639,0.8644083496280813,0.9295683757348365,0.8794739088701795,0.9220231708507713,1.0,0.303794447621881,0.7266971859900562,0.7175051013777238,0.7261648774721498,-0.07909132255173044,-0.2439212346910411,-0.02025946904966509,-0.410103643524895,-0.03923938845856346,0.17083508725633184,-0.36977607837336696,-0.26884012856204403,-0.29951023898792917,0.4246896537427329,0.6989956196334849,-0.36977607837336696,,0.4141415902347237,-0.2647416946544475,-0.24395243206309228,0.5622482729612306,0.8823011528200508,0.2631252596466444,,
actuals.newCases,-0.012081029875059946,0.48914794075420054,0.44152665880095343,0.48603969590738577,0.4326088075399922,0.42984394251678104,0.3881104736477311,0.38280334129339966,0.4597932226643884,0.37474009970208144,0.33353284063913247,0.303794447621881,1.0,0.4584072480417099,0.4394105515517853,0.4517267260947826,0.28532604729316413,0.32618074691077514,-0.2395698558091509,0.004598008448894594,-0.01943937240265225,-0.15244983725971828,0.07696838910927227,0.17599235228509708,0.1774349248131758,0.44643909147548916,0.46467491526486654,0.07696838910927227,,0.5009197971969086,0.22600831713794917,0.32616203896478296,0.29527427962664915,0.4796357536554116,0.1403715907741314,,
actuals.vaccinesDistributed,0.01431234635922047,0.9537819245960447,0.9559149133475435,0.9505312039856212,0.8428105877650366,0.7560500469461151,0.9351311390272449,0.938970155378247,0.8502703689943367,0.9034483032762385,0.8661498739971799,0.7266971859900562,0.4584072480417099,1.0,0.9911834729144698,0.9943748372073682,0.03235785455258811,-0.08908840264229669,0.008300689728762444,-0.03974605365329688,-0.03667191412942328,-0.17732920436648628,-0.4004991924924418,0.23196688049748798,0.20387958068497275,0.3863707640033037,0.9948453039260237,-0.4004991924924418,,0.83888067520061,0.1888827723695792,-0.08909873742183815,0.27657952575952494,0.8007578221628073,-0.04364920229959613,,
actuals.vaccinationsInitiated,0.025151055602579405,0.9305616599415604,0.9418480010501546,0.9284186158784081,0.8463680452715748,0.7658334237181775,0.9300140117238127,0.9349726873774701,0.8327588263180741,0.8951545171682573,0.8568338235084079,0.7175051013777238,0.4394105515517853,0.9911834729144698,1.0,0.9920422592271224,-0.016641043363073826,-0.10793135273857812,0.042735009224375176,-0.055844159071198676,-0.03623016273110749,-0.1763773492581122,-0.4156107405042817,0.2676367680551257,0.21693789837088234,0.37734211257081124,0.9907188282048693,-0.4156107405042817,,0.7969914978556791,0.15560464008667932,-0.10794002869451141,0.2587899188786071,0.7824913743513681,-0.04330462014908363,,
actuals.vaccinationsCompleted,0.020777186527925165,0.9472024769591705,0.9407919902144295,0.9477547160761338,0.8665885481153643,0.7895149355414844,0.9360507595500682,0.9351235758392944,0.8392832039337265,0.9020410930988838,0.859616104256503,0.7261648774721498,0.4517267260947826,0.9943748372073682,0.9920422592271224,1.0,-0.010899793881641901,-0.10619969324703853,0.04914860369115137,-0.04788281172151373,-0.036927375050415844,-0.1943964995162939,-0.4084131070077315,0.24200195253726528,0.22374379604500702,0.38289808070703796,0.9974682505476598,-0.4084131070077315,,0.8388269046585228,0.18784002665329358,-0.1062099297231806,0.2623475548347178,0.7961038523472818,-0.042020978802478626,,
metrics.testPositivityRatio,-0.035460657610461854,0.10916240835247837,0.07381732110541506,0.09455989477716938,-0.14586079706246147,-0.06667473357422958,-0.009050684967952817,-0.029462708296399347,0.06286299570325368,-0.009640863840517731,-0.025934938062987748,-0.07909132255173044,0.28532604729316413,0.03235785455258811,-0.016641043363073826,-0.010899793881641901,1.0,0.48501731617452093,-0.43607710466907496,0.35681195591529574,-0.029429564000497267,-0.07622477668362083,0.3454072173280716,0.02988010222392595,0.018707332640885463,-0.049080042985826425,0.023004632953877415,0.3454072173280716,,0.1999720567132867,0.3073933181399472,0.485003395893294,0.11037111239921964,0.10273724780147712,0.14230629412050363,,
metrics.caseDensity,0.0021204878255101215,-0.06391716003309904,-0.1141909214769652,-0.04217782951216571,0.034317777745717315,0.02952918007119708,-0.19470452714084488,-0.20301505098195108,-0.042496085863578704,-0.21941515607263387,-0.2657859518785488,-0.2439212346910411,0.32618074691077514,-0.08908840264229669,-0.10793135273857812,-0.10619969324703853,0.48501731617452093,1.0,-0.47884669880510083,0.031875570223191485,-0.013574348001274708,-0.11012291064322563,0.4633433440959359,0.40685356847669385,0.4009066265111268,-0.0878018687451756,-0.07585347865751504,0.4633433440959359,,0.14594030902870317,0.469885957389234,0.9999999196590589,0.2288346122785736,0.016633607017590278,0.2139880092488928,,
metrics.contactTracerCapacityRatio,-0.07360336858936939,-0.04416878593884628,-0.03477838681239172,-0.04558207908488944,0.10069088905709991,0.33640190990204466,0.039512039916691354,0.021255722014901727,-0.11380093419875113,0.04629737806514245,0.0251466377657195,-0.02025946904966509,-0.2395698558091509,0.008300689728762444,0.042735009224375176,0.04914860369115137,-0.43607710466907496,-0.47884669880510083,1.0,0.09063525018872437,-0.020632801530739146,-0.11457424888683797,-0.3098390594204059,-0.052614886595895256,-0.028560056037449977,-0.06243431133898577,0.02510999015892257,-0.3098390594204059,,-0.07782053506419187,-0.18006214059166503,-0.47883076007782077,-0.27712867772304406,-0.10625984744154697,-0.16399098845912946,,
metrics.infectionRate,0.02873007623030234,-0.07779014095740776,-0.06395871994706204,-0.05438367278413689,-0.016972024159955426,-0.0348510888577804,-0.14462351158424683,-0.16945505376591774,-0.32986749917645386,-0.1738600187596516,-0.2206799802084209,-0.410103643524895,0.004598008448894594,-0.03974605365329688,-0.055844159071198676,-0.04788281172151373,0.35681195591529574,0.031875570223191485,0.09063525018872437,1.0,0.03320317310848715,-0.2698448249224912,0.12049024067663096,0.3165721362681793,0.3367081286517194,-0.19556986209963587,-0.018202442228045478,0.12049024067663096,,0.17531960104916977,0.4922649427231645,0.03189925183161882,-0.5875244438173598,-0.3253641468153647,-0.49817910649346375,,
metrics.infectionRateCI90,0.03940479048355698,-0.04387384627122138,-0.04091518445910871,-0.044330830734340305,-0.027603185818340405,-0.03455645842761037,-0.042371697558696485,-0.041552761268321144,-0.03854867081144483,-0.03994091466737605,-0.040159024485557436,-0.03923938845856346,-0.01943937240265225,-0.03667191412942328,-0.03623016273110749,-0.036927375050415844,-0.029429564000497267,-0.013574348001274708,-0.020632801530739146,0.03320317310848715,1.0,-0.006433737865608885,0.014467474835392369,0.05603956764362784,0.05983021497903368,-0.016584824413837046,-0.03591429587294607,0.014467474835392369,,-0.024676872158095074,0.05795227214985811,-0.013556756000513984,-0.06877815936734893,-0.039005890643772564,-0.04970179676089796,,
metrics.icuCapacityRatio,-0.2772014539699155,-0.1199691668724877,-0.11208587029235502,-0.14413704977156655,-0.21736809377208868,-0.31602830732165027,-0.08938467460816167,-0.023610748131973593,0.0247860433963071,-0.10521378932208075,0.07519561377868231,0.17083508725633184,-0.15244983725971828,-0.17732920436648628,-0.1763773492581122,-0.1943964995162939,-0.07622477668362083,-0.11012291064322563,-0.11457424888683797,-0.2698448249224912,-0.006433737865608885,1.0,-0.0011688079096999627,-0.25680552219653313,-0.3056274736387887,0.0727515873289915,-0.20414589868802055,-0.0011688079096999627,,-0.30438795089740917,-0.2844529785433749,-0.11013294835402748,0.2926476529497715,0.0005850700707777991,0.16334927529562596,,
riskLevels.overall,-0.01699247107528009,-0.3694759072745863,-0.403228799979677,-0.3539140812507657,-0.26504170367694146,-0.20152319474029903,-0.43495066667673954,-0.44687094419920387,-0.2701427665778711,-0.44910457811882365,-0.4617840525100059,-0.36977607837336696,0.07696838910927227,-0.4004991924924418,-0.4156107405042817,-0.4084131070077315,0.3454072173280716,0.4633433440959359,-0.3098390594204059,0.12049024067663096,0.014467474835392369,-0.0011688079096999627,1.0,0.030642599348847405,0.04549707877038428,-0.22460334329461543,-0.39032281007214337,1.0,,-0.17793581340542314,0.0846975188606828,0.463332838139626,0.06570008632849858,-0.199764247205881,0.21228513379282585,,
metrics.vaccinationsInitiatedRatio,0.08283224246924285,0.06018800330229381,0.08481910937620614,0.18198916999143233,0.40478732072227047,0.2168611808962388,-0.013633814008455935,0.004040108631830298,-0.05771481773830606,-0.07141828417419563,-0.1419686895726005,-0.26884012856204403,0.17599235228509708,0.23196688049748798,0.2676367680551257,0.24200195253726528,0.02988010222392595,0.40685356847669385,-0.052614886595895256,0.3165721362681793,0.05603956764362784,-0.25680552219653313,0.030642599348847405,1.0,0.9591990366108718,-0.04450648042481152,0.2771105773712556,0.030642599348847315,,0.4137404994923028,0.7768837846843384,0.40688165921931096,-0.1285774658621935,-0.06764716157802074,-0.28767879459074736,,
metrics.vaccinationsCompletedRatio,0.09765448883787173,0.05451367246232045,0.036304455487424316,0.1908315794869528,0.41755142213767005,0.22805195973398168,-0.050405151858064365,-0.04285760723343274,-0.09184411932839599,-0.10264598993150156,-0.18268354432508765,-0.29951023898792917,0.1774349248131758,0.20387958068497275,0.21693789837088234,0.22374379604500702,0.018707332640885463,0.4009066265111268,-0.028560056037449977,0.3367081286517194,0.05983021497903368,-0.3056274736387887,0.04549707877038428,0.9591990366108718,1.0,-0.04915542940622189,0.2579074893383779,0.04549707877038427,,0.480347805784641,0.864249611462195,0.4009328298817062,-0.14987492917185294,-0.08668068663550266,-0.3111738010217759,,
actuals.newDeaths,-0.006017211565606367,0.4107420065860907,0.4088191901838862,0.3943456821377126,0.30150758106271597,0.24239662080661145,0.39714158634824054,0.42315281736507854,0.43411712071099257,0.40820050719163303,0.42889900206451853,0.4246896537427329,0.44643909147548916,0.3863707640033037,0.37734211257081124,0.38289808070703796,-0.049080042985826425,-0.0878018687451756,-0.06243431133898577,-0.19556986209963587,-0.016584824413837046,0.0727515873289915,-0.22460334329461543,-0.04450648042481152,-0.04915542940622189,1.0,0.3752508229611605,-0.22460334329461545,,0.2755889769617155,-0.036066548261388456,-0.08782521385231892,0.2632719302108683,0.389635765040147,0.05831669828188825,,
actuals.vaccinesAdministered,0.025527121698312834,0.9455888528240082,0.9364078632521204,0.9512178014373648,0.8717805004549366,0.7782731086010382,0.9209892398526209,0.9209674769871511,0.8258066858389655,0.8832627457846871,0.8395148463751919,0.6989956196334849,0.46467491526486654,0.9948453039260237,0.9907188282048693,0.9974682505476598,0.023004632953877415,-0.07585347865751504,0.02510999015892257,-0.018202442228045478,-0.03591429587294607,-0.20414589868802055,-0.39032281007214337,0.2771105773712556,0.2579074893383779,0.3752508229611605,1.0,-0.39032281007214337,,0.864964914631124,0.23314950428668685,-0.07586289064295822,0.2514959772004969,0.7827690002035247,-0.05457532780404551,,
riskLevels.caseDensity,-0.01699247107528009,-0.3694759072745863,-0.403228799979677,-0.3539140812507657,-0.26504170367694146,-0.20152319474029903,-0.43495066667673954,-0.44687094419920387,-0.2701427665778711,-0.44910457811882365,-0.4617840525100059,-0.36977607837336696,0.07696838910927227,-0.4004991924924418,-0.4156107405042817,-0.4084131070077315,0.3454072173280716,0.4633433440959359,-0.3098390594204059,0.12049024067663096,0.014467474835392369,-0.0011688079096999627,1.0,0.030642599348847315,0.04549707877038427,-0.22460334329461545,-0.39032281007214337,1.0,,-0.17793581340542314,0.0846975188606828,0.463332838139626,0.06570008632849858,-0.199764247205881,0.21228513379282585,,
cdcTransmissionLevel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
actuals.vaccinationsAdditionalDose,0.0356458641967927,0.8011831151735168,0.7394795809920988,0.8571951122588946,0.8386683726534089,0.6807051528072358,0.681452417843976,0.669398787968037,0.6136758194774654,0.6279255320605358,0.5600720174404393,0.4141415902347237,0.5009197971969086,0.83888067520061,0.7969914978556791,0.8388269046585228,0.1999720567132867,0.14594030902870317,-0.07782053506419187,0.17531960104916977,-0.024676872158095074,-0.30438795089740917,-0.17793581340542314,0.4137404994923028,0.480347805784641,0.2755889769617155,0.864964914631124,-0.17793581340542314,,1.0,0.5692808614015903,0.1459330431175387,0.15003317558338514,0.6006366520675256,-0.10792728166276948,,
metrics.vaccinationsAdditionalDoseRatio,0.1079742908008094,0.12410179201195566,0.06042713422761578,0.22964645724054097,0.3488599606798545,0.14822235466077519,-0.04206344864652271,-0.04408211377787061,-0.07150924798838611,-0.08984420067724336,-0.15038472912002393,-0.2647416946544475,0.22600831713794917,0.1888827723695792,0.15560464008667932,0.18784002665329358,0.3073933181399472,0.469885957389234,-0.18006214059166503,0.4922649427231645,0.05795227214985811,-0.2844529785433749,0.0846975188606828,0.7768837846843384,0.864249611462195,-0.036066548261388456,0.23314950428668685,0.0846975188606828,,0.5692808614015903,1.0,0.4699058284335971,-0.1791403459189019,-0.07140032026715616,-0.3693523126330954,,
metrics.weeklyNewCasesPer100k,0.0021189096816547457,-0.06393372003296982,-0.11420719120342741,-0.04218324921651985,0.03431728293669348,0.02952105566261859,-0.19472241488254238,-0.203033031531764,-0.0425229010577774,-0.21943826514350306,-0.26581145511367743,-0.24395243206309228,0.32616203896478296,-0.08909873742183815,-0.10794002869451141,-0.1062099297231806,0.485003395893294,0.9999999196590589,-0.47883076007782077,0.03189925183161882,-0.013556756000513984,-0.11013294835402748,0.463332838139626,0.40688165921931096,0.4009328298817062,-0.08782521385231892,-0.07586289064295822,0.463332838139626,,0.1459330431175387,0.4699058284335971,1.0,0.22880753431392906,0.01660061407886833,0.21395456165946164,,
metrics.bedsWithCovidPatientsRatio,-0.13007241696695163,0.32540260687817346,0.2880204958010207,0.3644249973927169,0.1603178430165509,0.19998534232172446,0.2802147589328137,0.3145579238018086,0.6173823296832631,0.3169804732655736,0.3619685841544441,0.5622482729612306,0.29527427962664915,0.27657952575952494,0.2587899188786071,0.2623475548347178,0.11037111239921964,0.2288346122785736,-0.27712867772304406,-0.5875244438173598,-0.06877815936734893,0.2926476529497715,0.06570008632849858,-0.1285774658621935,-0.14987492917185294,0.2632719302108683,0.2514959772004969,0.06570008632849858,,0.15003317558338514,-0.1791403459189019,0.22880753431392906,1.0,0.6275502079321419,0.6466256343908103,,
actuals.hospitalBeds.weeklyCovidAdmissions,-0.06804604649282482,0.8596176139916811,0.8221582536195773,0.8013994166994108,0.6004591615731776,0.6606757528467078,0.8467833212740095,0.8501021996475431,0.9653918144575887,0.8574692530563761,0.8564875484009661,0.8823011528200508,0.4796357536554116,0.8007578221628073,0.7824913743513681,0.7961038523472818,0.10273724780147712,0.016633607017590278,-0.10625984744154697,-0.3253641468153647,-0.039005890643772564,0.0005850700707777991,-0.199764247205881,-0.06764716157802074,-0.08668068663550266,0.389635765040147,0.7827690002035247,-0.199764247205881,,0.6006366520675256,-0.07140032026715616,0.01660061407886833,0.6275502079321419,1.0,0.435264251048503,,
metrics.weeklyCovidAdmissionsPer100k,-0.14127513537120964,0.03350670520876465,0.009874736073700508,0.00529465314885214,-0.11114995064975589,0.05414901183863796,0.05059388089908389,0.05464601006705978,0.2858950201018774,0.0844226340372692,0.10672448069620309,0.2631252596466444,0.1403715907741314,-0.04364920229959613,-0.04330462014908363,-0.042020978802478626,0.14230629412050363,0.2139880092488928,-0.16399098845912946,-0.49817910649346375,-0.04970179676089796,0.16334927529562596,0.21228513379282585,-0.28767879459074736,-0.3111738010217759,0.05831669828188825,-0.05457532780404551,0.21228513379282585,,-0.10792728166276948,-0.3693523126330954,0.21395456165946164,0.6466256343908103,0.435264251048503,1.0,,
communityLevels.canCommunityLevel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Class,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
