,fips,actuals.cases,actuals.deaths,actuals.positiveTests,actuals.negativeTests,actuals.contactTracers,actuals.hospitalBeds.capacity,actuals.hospitalBeds.currentUsageTotal,actuals.hospitalBeds.currentUsageCovid,actuals.icuBeds.capacity,actuals.icuBeds.currentUsageTotal,actuals.icuBeds.currentUsageCovid,actuals.newCases,actuals.vaccinesDistributed,actuals.vaccinationsInitiated,actuals.vaccinationsCompleted,actuals.newDeaths,actuals.vaccinesAdministered,actuals.vaccinationsAdditionalDose,actuals.hospitalBeds.weeklyCovidAdmissions,Class
actuals.icuBeds.currentUsageTotal,-0.0015658970964693693,0.5838442851570047,0.3699455473900777,0.6173569757640678,-0.25448272454183063,-0.4331984509607933,0.876579253387272,0.9026583729311448,0.5884741071745193,0.9157791828281245,1.0,0.7784743444405379,0.04364849349255458,0.3716698180225875,0.31783538409149664,0.297563569199229,0.36516823569874385,0.2841123415070756,-0.047864947716130694,0.499456231183413,
actuals.icuBeds.currentUsageCovid,0.1768581863084897,0.18988385260075497,-0.09635464242900407,0.20692908674778623,-0.2814619791136137,-0.26306550034179027,0.47209959719961536,0.5883191335961969,0.9067321622513308,0.5840370651217819,0.7784743444405379,1.0,0.1935211271044403,0.026349084594691444,0.04078119995198981,0.013825492757423197,0.4384413071288633,-0.01126926665627832,-0.240199637483662,0.7955639174212167,
actuals.newCases,-0.046900656165029316,0.31246048936210635,0.10980500280272561,0.3657844769884053,0.20046860718044784,0.06443239965017454,-0.02387770658622646,0.04461217278207071,0.4881096513722545,-0.017673479807385397,0.04364849349255458,0.1935211271044403,1.0,0.2051268051104163,0.13902373115391867,0.12393700719315251,0.08431565039047588,0.21658272253923927,0.5006928088731523,0.5961418790242258,
actuals.vaccinesDistributed,-0.4076664870177736,0.9098522639422637,0.8631309318135639,0.7828518596274026,0.707425609647404,0.4153658049495891,0.6014718465487922,0.5569642856660357,0.03982880548472964,0.5460159127737296,0.3716698180225875,0.026349084594691444,0.2051268051104163,1.0,0.9654762509700805,0.9643769519537008,-0.08680045514646055,0.9886403775189142,0.630032455607647,0.025086954805931497,
actuals.vaccinationsInitiated,-0.5174908966032784,0.833343167358275,0.7504452859455996,0.6659868812984301,0.7929501332230469,0.5572619896347174,0.5407447887566245,0.5239488970885032,0.034776475598851,0.5365627743624629,0.31783538409149664,0.04078119995198981,0.13902373115391867,0.9654762509700805,1.0,0.9986235377380771,-0.0726836314107046,0.9852350732784922,0.4744924851848101,-0.011089345965933368,
actuals.vaccinationsCompleted,-0.49452528680304697,0.8248870955776185,0.7660303773686327,0.651778273105697,0.7960532226635586,0.5732574631298155,0.5319113436549324,0.5093286608253387,0.003722538695247803,0.5158558679666143,0.297563569199229,0.013825492757423197,0.12393700719315251,0.9643769519537008,0.9986235377380771,1.0,-0.08730075336998337,0.9835617791823368,0.4659437302069231,-0.042373745055170685,
actuals.newDeaths,0.021200213782482928,0.03161807237977396,-0.14558847636286804,0.061278276999577684,-0.2022314665997461,-0.222961103499916,0.2053475882579834,0.2964931888215873,0.3726847643933816,0.2639495115641569,0.36516823569874385,0.4384413071288633,0.08431565039047588,-0.08680045514646055,-0.0726836314107046,-0.08730075336998337,1.0,-0.10376461067181197,-0.194434926384834,0.3032265027867274,
actuals.vaccinesAdministered,-0.4798185092852604,0.865573759606206,0.8002950842348798,0.7210155116276041,0.7951640784286612,0.5210220105197023,0.51813006580425,0.48994993826483263,0.024292589133382284,0.4868604480250761,0.2841123415070756,-0.01126926665627832,0.21658272253923927,0.9886403775189142,0.9852350732784922,0.9835617791823368,-0.10376461067181197,1.0,0.6145405721496576,0.007310963188286721,
actuals.vaccinationsAdditionalDose,-0.1858859161761395,0.5821989351385364,0.5731551270815018,0.6058357595184503,0.5067742316239267,0.16877299363866158,0.11369431883542161,0.07221266536230017,-0.003029038462124632,0.012665091513916534,-0.047864947716130694,-0.240199637483662,0.5006928088731523,0.630032455607647,0.4744924851848101,0.4659437302069231,-0.194434926384834,0.6145405721496576,1.0,0.12082301900464708,
actuals.hospitalBeds.weeklyCovidAdmissions,0.0798231700852104,0.23381068609094477,-0.1182167911476363,0.3187441697210981,-0.15413552949995338,-0.22059367229480706,0.22963157217708796,0.35939965258893225,0.9659450680374504,0.3068739806614102,0.499456231183413,0.7955639174212167,0.5961418790242258,0.025086954805931497,-0.011089345965933368,-0.042373745055170685,0.3032265027867274,0.007310963188286721,0.12082301900464708,1.0,
Class,,,,,,,,,,,,,,,,,,,,,
