,fips,actuals.cases,actuals.deaths,actuals.positiveTests,actuals.negativeTests,actuals.contactTracers,actuals.hospitalBeds.capacity,actuals.hospitalBeds.currentUsageTotal,actuals.hospitalBeds.currentUsageCovid,actuals.icuBeds.capacity,actuals.icuBeds.currentUsageTotal,actuals.icuBeds.currentUsageCovid,actuals.newCases,actuals.vaccinesDistributed,actuals.vaccinationsInitiated,actuals.vaccinationsCompleted,actuals.newDeaths,actuals.vaccinesAdministered,actuals.vaccinationsAdditionalDose,actuals.hospitalBeds.weeklyCovidAdmissions,Class
actuals.icuBeds.currentUsageTotal,-0.24256535076422608,0.9215557187791951,0.9233325439960205,0.841884516336335,0.6678783043539577,0.6479865507775195,0.9822169472724834,0.977439170589653,0.8031947941769744,0.983386366535634,1.0,0.8080268937191779,0.2703328541131626,0.8992385538161866,0.8834668490274177,0.8714175014230395,0.3146467338903612,0.8757518325315051,0.1765478203904195,0.751970152930232,
actuals.icuBeds.currentUsageCovid,-0.052572470172208265,0.7444626331706458,0.6582469002084375,0.7034236522821039,0.46068618469157624,0.5742319591142003,0.7667434925029253,0.7524931167031148,0.9497448543988114,0.7715233315728438,0.8080268937191779,1.0,0.35334560294686584,0.6931002194523168,0.6988338789217661,0.6847277315784677,0.3220114471310664,0.6842444656465835,0.0018846620602159367,0.9292597731493857,
actuals.newCases,-0.037102626301604415,0.24185374871362988,0.19557282881037735,0.24541859111019834,0.1879341088872601,0.20731113273041457,0.23003129383641518,0.2568570877531194,0.37889419623588294,0.2443159916341574,0.2703328541131626,0.35334560294686584,1.0,0.24283622982854158,0.24329734296587271,0.2367410145861857,0.6841899314545044,0.24347289655963483,0.026226715009642767,0.36504233772155914,
actuals.vaccinesDistributed,-0.18378169426389382,0.9057535730750341,0.8752111015486121,0.8938822787982145,0.8337176406352144,0.6968123255997309,0.9074200034563857,0.9297258451346758,0.7389111065573128,0.9043184615257955,0.8992385538161866,0.6931002194523168,0.24283622982854158,1.0,0.9887694238916794,0.9858297319036664,0.2472965514551353,0.991899784338856,0.3532828108102783,0.6702445754134719,
actuals.vaccinationsInitiated,-0.16119293263044915,0.8804046682800941,0.8429188642060008,0.8938874566778369,0.8490035495626065,0.7200117537785353,0.8945414517933764,0.9198981485399629,0.7405031854964352,0.8963481836930367,0.8834668490274177,0.6988338789217661,0.24329734296587271,0.9887694238916794,1.0,0.9980982560617268,0.23917486020409984,0.9967387810520408,0.2851685142270466,0.6808872548016625,
actuals.vaccinationsCompleted,-0.16179224380821133,0.8734024234461122,0.8351320542037769,0.8883238124101782,0.849464003126703,0.717441355504199,0.885672555700956,0.9109875920593187,0.7284004975389683,0.8857853748300389,0.8714175014230395,0.6847277315784677,0.2367410145861857,0.9858297319036664,0.9980982560617268,1.0,0.23181046216698803,0.995812717801007,0.275673792043242,0.6714193367286817,
actuals.newDeaths,-0.06856714172328177,0.24775313412364386,0.23784496043904096,0.23234119825483127,0.18315471439516975,0.20776759670199943,0.2639836075424865,0.29101734451050576,0.3068478359647098,0.2845460741041154,0.3146467338903612,0.3220114471310664,0.6841899314545044,0.2472965514551353,0.23917486020409984,0.23181046216698803,1.0,0.23221193404419643,-0.012419296602130656,0.2621337977138505,
actuals.vaccinesAdministered,-0.16710009900701678,0.8865027491336639,0.8494721367932838,0.8960018076010516,0.8490272418195256,0.7138372868157633,0.8876101105227246,0.9123983386873008,0.7309278836806135,0.8866389450102676,0.8757518325315051,0.6842444656465835,0.24347289655963483,0.991899784338856,0.9967387810520408,0.995812717801007,0.23221193404419643,1.0,0.34071986322597264,0.6723949053086344,
actuals.vaccinationsAdditionalDose,-0.06922546223960287,0.3281208043148701,0.3120768780534556,0.2935802710112732,0.2722066942209648,0.15143870472528229,0.1764177214885146,0.18877295706016464,0.07576099766895893,0.16704363845008902,0.1765478203904195,0.0018846620602159367,0.026226715009642767,0.3532828108102783,0.2851685142270466,0.275673792043242,-0.012419296602130656,0.34071986322597264,1.0,0.04924528101699297,
actuals.hospitalBeds.weeklyCovidAdmissions,-0.07609287792818309,0.7151326229077553,0.630265522511835,0.7016927028250863,0.4609875637407007,0.5578389794310642,0.7235918351558279,0.714838424943629,0.9519414692018768,0.7145208580860816,0.751970152930232,0.9292597731493857,0.36504233772155914,0.6702445754134719,0.6808872548016625,0.6714193367286817,0.2621337977138505,0.6723949053086344,0.04924528101699297,1.0,
Class,,,,,,,,,,,,,,,,,,,,,
