,fips,actuals.cases,actuals.deaths,actuals.positiveTests,actuals.negativeTests,actuals.contactTracers,actuals.hospitalBeds.capacity,actuals.hospitalBeds.currentUsageTotal,actuals.hospitalBeds.currentUsageCovid,actuals.icuBeds.capacity,actuals.icuBeds.currentUsageTotal,actuals.icuBeds.currentUsageCovid,actuals.newCases,actuals.vaccinesDistributed,actuals.vaccinationsInitiated,actuals.vaccinationsCompleted,actuals.newDeaths,actuals.vaccinesAdministered,actuals.vaccinationsAdditionalDose,actuals.hospitalBeds.weeklyCovidAdmissions,Class
actuals.icuBeds.currentUsageTotal,0.11434303354655106,0.7343013685829378,0.6754287957916335,0.5292215911654321,0.09230399602171223,0.1310965850342438,0.8539032607280626,0.8791237533253459,0.6579347536803613,0.895920486681712,1.0,0.6618892753606791,0.12985972278193958,0.6308608398017364,0.6018318659713119,0.5975373835900346,0.2562648430947223,0.575675937026396,0.04681120329957819,0.5714070919638888,
actuals.icuBeds.currentUsageCovid,-0.06409252551057426,0.5043461369716911,0.29360009209772786,0.3829289104942468,-0.05104421922839551,-0.06831294399345238,0.4030204432357095,0.4359035817567818,0.8296208136928073,0.4803555806488323,0.6618892753606791,1.0,0.2809100836174793,0.2820535598836231,0.21232845050432317,0.19092109205948254,0.3075984651757711,0.2327285373451024,0.14474582161739497,0.7793225126156261,
actuals.newCases,0.028597904407147528,0.3353106750926271,0.1732503829695749,0.37837360633931755,0.1550982321276141,0.04429226538203013,0.06172238663767712,0.09446320228841075,0.49502824447602617,0.08504954197097442,0.12985972278193958,0.2809100836174793,1.0,0.24150063556271692,0.1455962228061729,0.14876643266252196,0.381523532096396,0.23314074683531955,0.46754530651966986,0.5387071400355402,
actuals.vaccinesDistributed,0.14982273972204008,0.8173382002581188,0.8373304461319809,0.838487766743692,0.5818883763002116,0.5231697145800199,0.7735682237874966,0.7968774480116281,0.46928277685164693,0.6900660276877081,0.6308608398017364,0.2820535598836231,0.24150063556271692,1.0,0.9528827805298462,0.9573086009002807,0.13526199759687949,0.984527611591042,0.49719578706359535,0.4116650473508405,
actuals.vaccinationsInitiated,0.18802867538528428,0.6997126099962526,0.8078156158557764,0.7323464092288808,0.6225292836141613,0.5949307861147686,0.8065234209680275,0.8274821148506648,0.34726129928518873,0.6931843141266941,0.6018318659713119,0.21232845050432317,0.1455962228061729,0.9528827805298462,1.0,0.9815686025592191,0.08500110368421251,0.9708555654943041,0.28409264339556517,0.2799614447032914,
actuals.vaccinationsCompleted,0.20478520267021275,0.7082679413192602,0.7967548006458431,0.7478893656589983,0.6476393109577614,0.6270008225003867,0.8170054097691806,0.8244645282109851,0.33837133762633664,0.705913138755756,0.5975373835900346,0.19092109205948254,0.14876643266252196,0.9573086009002807,0.9815686025592191,1.0,0.07663722250837032,0.977617067578737,0.32765851916017014,0.28197514996183964,
actuals.newDeaths,-0.011056877426575013,0.23384180473078306,0.14685852169093513,0.19239307424128635,-0.026529635106045286,-0.08421469630154875,0.10133662775220954,0.15926085187670588,0.3296768784337932,0.15494655151968986,0.2562648430947223,0.3075984651757711,0.381523532096396,0.13526199759687949,0.08500110368421251,0.07663722250837032,1.0,0.10474850131025804,0.11685826877957836,0.28662977279918955,
actuals.vaccinesAdministered,0.19171355155438888,0.7647388667791312,0.7901592875120946,0.8213483192263866,0.6507132176183176,0.5731762717671703,0.7596094501154274,0.7788621185030989,0.4138825854853842,0.6527193501422431,0.575675937026396,0.2327285373451024,0.23314074683531955,0.984527611591042,0.9708555654943041,0.977617067578737,0.10474850131025804,1.0,0.48930846414412066,0.36235770369114234,
actuals.vaccinationsAdditionalDose,0.07484050313634139,0.48973300387600566,0.2415538411041221,0.6386208702279188,0.3724043125992367,0.12344054669440079,0.043818997983276035,0.06844962548990387,0.42420335683913835,0.020098384607904134,0.04681120329957819,0.14474582161739497,0.46754530651966986,0.49719578706359535,0.28409264339556517,0.32765851916017014,0.11685826877957836,0.48930846414412066,1.0,0.46359238588267804,
actuals.hospitalBeds.weeklyCovidAdmissions,-0.03046832907257815,0.5951924841047127,0.3685508070880675,0.5450258562213678,0.06574410023110805,-0.010257797582845615,0.35500387028582,0.40284981732488234,0.9642021145826472,0.42974707105417226,0.5714070919638888,0.7793225126156261,0.5387071400355402,0.4116650473508405,0.2799614447032914,0.28197514996183964,0.28662977279918955,0.36235770369114234,0.46359238588267804,1.0,
Class,,,,,,,,,,,,,,,,,,,,,
